experimento,n,W,instancia_id,algoritmo,tempo_seg,lucro_max,itens
2,500,500,4,Dynamic,0.000425376,36189,"[6,17,27,30,33,34,37,45,57,60,75,87,88,89,100,111,112,119,120,135,150,161,164,178,198,212,219,222,230,232,236,240,251,254,257,294,305,322,330,332,335,353,364,376,379,382,384,414,419,421,427,428,436,440,447,488,489]"
2,500,500,5,Dynamic,0.00102559,37810,"[4,17,20,23,24,38,44,79,82,87,96,116,121,136,163,164,197,200,205,222,232,237,241,242,244,247,251,261,272,281,284,310,317,347,351,353,356,386,392,398,407,408,415,416,422,428,435,436,466,475,480,482,483,490,493,498]"
2,500,500,6,Dynamic,0.000566549,29256,"[11,24,37,42,52,62,63,73,86,88,96,101,103,109,126,129,136,154,163,168,176,187,194,208,229,252,255,266,268,284,287,296,305,312,322,329,371,380,397,405,418,419,459,478,493,494,497,498]"
2,500,500,7,Dynamic,0.000421893,39204,"[1,3,5,19,22,31,33,35,43,45,57,58,59,66,70,73,75,81,83,95,96,128,137,144,163,169,173,184,187,194,241,243,254,255,257,277,282,287,290,291,293,296,299,311,314,318,341,355,409,412,417,421,440,445,448,456,477,483,498]"
2,500,500,8,Dynamic,0.000489512,32098,"[12,20,23,33,38,44,64,74,96,97,103,113,125,146,150,151,153,164,173,177,183,195,205,240,259,264,276,282,308,315,325,328,352,362,367,375,382,422,426,427,431,432,435,445,456,462,468,476,487,491]"
2,500,500,9,Dynamic,0.00042665,33257,"[6,18,25,31,52,85,87,89,90,97,102,134,142,145,166,176,180,188,189,202,227,235,237,238,246,250,270,305,306,312,316,341,344,355,361,368,390,391,394,404,416,418,420,426,472,475,493]"
2,500,500,10,Dynamic,0.000496431,31461,"[2,30,36,47,63,67,69,70,84,89,92,125,127,136,148,157,172,176,177,203,204,230,246,248,270,279,280,299,305,312,320,323,332,355,364,380,390,395,398,400,410,436,437,464,468,491,495]"
2,600,600,1,Dynamic,0.000551896,44614,"[3,20,22,31,40,48,50,64,65,103,122,128,137,164,165,168,170,176,182,183,193,201,222,232,255,267,270,272,283,290,294,296,312,316,322,328,333,348,355,366,406,410,414,415,419,422,428,434,440,467,478,486,489,492,494,497,502,517,523,540,555,562,574,581]"
2,600,600,2,Dynamic,0.000610646,39061,"[4,10,20,27,28,42,46,51,60,72,82,89,111,113,115,120,137,141,145,146,148,182,192,205,229,237,238,264,278,281,283,285,293,299,300,315,324,329,332,349,351,368,371,393,416,418,435,447,455,464,492,514,517,527,530,570,575,576,589]"
2,600,600,3,Dynamic,0.000566643,41854,"[3,16,19,25,28,42,46,55,81,94,110,116,117,122,125,129,136,143,150,158,159,195,201,203,205,209,219,225,233,237,250,258,270,271,283,296,297,301,302,312,318,338,358,359,364,366,374,383,384,420,443,461,479,488,489,502,505,511,515,516,518,542,562,593]"
2,600,600,4,Dynamic,0.00055337,39824,"[24,27,48,53,62,65,76,79,96,99,137,146,152,155,167,170,185,187,189,212,221,230,253,257,265,272,283,285,287,304,340,356,369,376,391,407,411,426,447,453,471,476,480,482,492,497,511,516,523,542,566,569,577,578,585,586]"
2,600,600,5,Dynamic,0.000542547,37482,"[0,5,7,16,23,27,44,54,59,60,62,86,96,140,146,156,168,175,191,201,205,211,216,219,227,231,243,247,268,276,289,291,293,312,319,321,326,330,350,369,386,387,388,397,404,429,445,448,451,473,490,544,548,551,576,581,583,593]"
2,600,600,6,Dynamic,0.000813721,40881,"[1,7,21,39,46,58,62,77,88,90,91,101,106,133,137,141,144,148,164,173,175,189,200,204,216,217,230,233,237,239,249,282,298,303,305,317,326,358,362,363,378,385,391,394,397,400,413,471,477,481,504,506,518,520,563,572,573,597]"
2,600,600,7,Dynamic,0.00117444,38029,"[6,56,87,88,90,96,101,110,134,147,153,165,168,173,187,199,209,214,226,231,240,258,272,288,294,298,301,306,311,312,320,323,325,326,372,375,378,385,396,400,403,406,420,422,423,432,450,459,468,481,518,520,559,564,571,574,575,576,597,599]"
2,600,600,8,Dynamic,0.000602907,36339,"[7,29,48,59,65,82,85,114,115,129,133,139,148,176,185,188,193,198,200,211,215,217,246,263,272,275,277,294,298,301,305,309,345,346,347,369,379,405,421,427,436,442,453,471,488,489,499,501,505,510,537,541,543,567,589,593,597,598]"
2,600,600,9,Dynamic,0.000592292,36771,"[7,39,40,54,58,67,93,125,134,151,152,157,159,163,175,176,188,198,231,235,248,257,281,284,287,303,313,314,335,341,359,365,376,377,396,397,413,422,429,443,450,452,477,489,493,495,512,514,522,528,552,579,586,591]"
2,600,600,10,Dynamic,0.000553593,33216,"[8,19,32,44,45,47,80,85,91,133,145,156,171,172,178,181,184,190,214,218,219,225,231,253,267,269,285,287,303,314,319,325,335,342,366,373,376,391,393,428,437,447,448,464,477,478,518,520,538,567,570,574,598]"
2,700,700,1,Dynamic,0.000749818,39728,"[25,32,36,41,51,61,74,84,90,91,92,94,158,172,181,182,184,188,199,205,223,240,250,279,281,304,306,322,352,371,410,416,417,423,433,456,463,464,475,477,480,507,517,519,532,554,564,578,582,592,616,621,625,629,646,650,659,675,681,682]"
2,700,700,2,Dynamic,0.000716571,39291,"[10,48,50,54,71,72,95,116,119,122,127,129,159,160,167,169,176,177,183,185,215,222,225,228,232,239,242,243,260,274,282,285,286,304,332,333,334,336,349,367,370,371,381,385,407,441,457,477,484,492,500,549,567,570,583,590,605,628,632,645,683]"
2,700,700,3,Dynamic,0.000889397,41112,"[2,3,21,32,52,112,114,136,166,174,180,185,198,212,222,224,231,241,248,264,281,291,304,315,323,324,333,344,350,352,364,365,395,397,404,408,410,427,458,463,469,476,512,530,546,548,553,564,589,602,625,631,644,667,678,684,686,690,697]"
2,700,700,4,Dynamic,0.000750668,43074,"[9,17,50,51,87,88,108,116,124,140,148,156,164,177,181,182,186,187,197,215,220,224,239,251,254,260,266,288,291,315,324,333,346,349,351,362,363,375,386,388,398,414,440,448,471,477,479,496,499,514,532,543,552,557,583,588,600,601,605,638,647]"
2,700,700,5,Dynamic,0.000748017,43973,"[0,8,19,20,22,25,36,37,39,51,82,102,117,157,160,222,235,236,237,245,249,250,255,258,259,297,299,308,315,317,318,338,345,359,378,381,397,403,411,412,418,422,424,432,437,451,494,503,508,518,556,564,597,614,615,617,619,644,655,656,674,691]"
2,700,700,6,Dynamic,0.00113167,42255,"[9,36,74,84,94,106,110,111,112,118,127,128,142,151,165,187,196,201,209,216,223,225,226,237,239,242,257,260,275,293,300,318,344,353,355,369,372,402,410,430,435,444,461,487,492,495,496,511,535,561,583,628,630,631,666,677,686,687,692,693,694]"
2,700,700,7,Dynamic,0.000750679,43244,"[1,19,20,31,38,43,50,57,60,68,83,92,133,145,159,162,175,184,191,221,234,236,252,264,265,275,299,309,321,328,335,348,355,384,385,392,397,412,425,440,448,459,504,528,532,541,542,546,561,563,565,600,622,649,655,658,659,673,679,682,685,686,687,692,697]"
2,700,700,8,Dynamic,0.00089326,39786,"[23,65,71,88,103,113,118,121,138,139,150,163,172,223,260,291,293,300,308,320,326,340,341,365,366,388,391,396,417,429,454,468,477,483,488,500,511,519,571,576,577,584,592,596,617,620,629,636,638,648,649,651,679,680,688,695]"
2,700,700,9,Dynamic,0.000731475,44312,"[1,5,13,28,35,40,42,47,52,53,74,82,89,93,100,117,131,143,147,151,168,169,173,181,198,200,207,211,222,228,263,279,280,285,294,297,303,308,329,335,352,399,417,425,441,453,454,458,490,494,496,498,515,521,527,538,571,591,600,606,614,650,652,661,662,681]"
2,700,700,10,Dynamic,0.000851838,42789,"[14,17,30,31,65,73,90,96,104,109,117,119,141,157,163,164,167,183,197,207,218,229,247,307,309,317,327,339,349,354,357,359,363,364,372,384,388,394,405,411,417,436,454,463,477,479,487,490,500,512,514,515,519,526,533,539,565,566,577,603,607,625,632]"
2,800,800,1,Dynamic,0.00103305,47192,"[2,38,64,66,70,85,95,106,183,184,192,198,205,207,217,220,221,227,239,282,286,313,322,338,343,351,353,355,361,378,379,393,402,411,414,416,428,450,452,479,483,492,498,502,511,520,523,531,532,574,582,587,590,600,628,630,633,634,648,683,689,692,697,701,729,769,779,780,783,786,792]"
2,800,800,2,Dynamic,0.00096774,50000,"[3,5,15,16,33,35,36,47,54,79,85,94,106,111,122,130,136,138,155,176,179,200,204,216,220,248,268,270,311,335,344,346,349,352,360,409,453,461,464,468,478,485,500,532,539,543,548,550,560,566,579,585,602,612,617,618,637,638,659,668,683,723,748,763,765,766,770,783,786,796]"
2,800,800,3,Dynamic,0.000967045,48417,"[0,1,50,65,80,86,92,96,101,122,133,154,177,184,195,216,223,225,236,258,279,280,319,330,331,332,343,357,366,386,429,432,443,445,453,466,469,474,478,480,485,490,502,517,519,534,543,547,596,603,604,609,613,614,620,626,635,636,639,646,653,673,675,685,689,699,722,728,737,738,741,748,757,761,766,789]"
2,800,800,4,Dynamic,0.0010383,42478,"[8,18,33,53,54,58,75,95,99,121,153,162,163,169,175,181,212,221,225,228,238,239,245,246,248,251,282,285,309,313,329,343,347,354,400,402,436,437,438,439,473,483,514,533,548,554,568,572,581,601,603,606,608,615,629,643,654,663,670,703,719,749,783,788]"
2,800,800,5,Dynamic,0.00100086,48793,"[7,43,47,54,82,92,103,114,131,141,144,150,166,167,169,193,200,201,235,262,266,283,290,307,308,316,327,339,342,388,401,410,420,430,433,467,469,470,472,486,489,492,508,556,565,568,579,580,581,583,602,615,624,635,647,650,651,662,665,684,687,688,690,692,695,726,730,734,738,777,787,791,792]"
2,800,800,6,Dynamic,0.00104774,48055,"[4,8,18,26,41,43,52,58,64,87,91,116,117,134,144,147,152,159,181,218,221,228,233,242,245,248,265,282,301,302,353,371,383,386,387,392,412,434,460,464,481,497,508,509,513,516,525,543,549,554,563,577,580,584,585,586,600,610,625,633,643,670,687,690,698,753,759,766,769,774,782,791]"
2,800,800,7,Dynamic,0.00106682,45746,"[13,14,20,26,64,101,107,130,135,138,168,174,192,193,203,208,219,224,230,238,239,240,254,255,258,298,302,308,312,343,345,368,399,410,424,425,443,444,450,455,456,518,531,532,535,538,539,549,554,566,574,578,599,624,628,648,671,690,691,694,716,734,740,741,751,779]"
2,800,800,8,Dynamic,0.000944006,46850,"[15,20,22,35,40,43,51,55,70,76,80,88,112,119,130,138,188,216,220,227,250,256,265,267,291,292,299,309,323,325,331,334,335,343,346,368,372,383,384,397,418,421,427,434,461,465,470,475,479,498,528,532,537,541,559,570,582,587,589,593,595,623,669,701,760,768,780,791,797]"
2,800,800,9,Dynamic,0.0010057,42272,"[5,13,46,48,61,67,70,83,109,135,143,145,159,160,165,170,171,175,184,207,211,232,246,250,262,274,289,291,308,309,323,361,362,388,393,394,417,420,423,432,448,464,470,478,479,488,490,501,507,534,539,563,573,619,651,660,662,686,698,705,707,710,720,749,758,761,764,772]"
2,800,800,10,Dynamic,0.00113529,47345,"[8,13,22,23,31,64,67,74,76,85,108,119,120,138,144,146,156,158,197,218,233,244,247,251,268,271,282,303,311,312,316,317,328,343,346,365,385,400,416,417,429,434,460,468,491,493,495,496,499,532,539,555,561,583,593,597,606,617,624,628,629,643,655,666,673,677,681,684,685,742,743,777,782,790]"
2,900,900,1,Dynamic,0.00125419,50825,"[7,10,11,13,36,38,55,84,85,86,97,107,115,120,131,132,139,147,160,174,195,197,213,219,232,243,244,253,287,293,295,300,324,332,336,339,342,374,378,381,416,446,449,473,511,515,527,549,557,567,568,570,572,576,584,586,596,607,621,640,642,648,651,675,692,698,743,765,776,786,828,850,855,893,894]"
2,900,900,2,Dynamic,0.00186114,45390,"[13,35,52,77,78,103,133,147,159,160,166,202,204,214,251,253,255,262,274,288,295,298,299,346,376,382,415,448,452,460,466,477,484,486,496,497,516,522,568,570,578,583,599,633,634,669,687,691,701,716,721,742,745,754,769,775,787,811,827,828,837,849,856,870,873,896]"
2,900,900,3,Dynamic,0.00134628,47767,"[22,35,50,51,52,55,101,103,111,113,124,132,135,137,153,154,167,209,235,237,242,243,261,265,270,276,285,291,293,321,328,338,363,366,385,397,427,439,457,458,461,464,473,480,497,498,501,509,539,542,590,599,646,668,675,709,715,748,754,758,768,777,796,799,815,823,848,878,883]"
2,900,900,4,Dynamic,0.00132874,51363,"[8,14,17,36,38,47,80,93,134,151,169,178,179,217,242,250,255,265,267,275,305,311,328,334,359,361,366,378,382,408,412,422,423,434,483,496,499,512,515,525,538,558,570,571,572,576,579,586,590,591,599,605,614,630,641,650,651,663,665,679,687,731,745,746,754,756,762,769,772,791,796,836,837,840,858,892]"
2,900,900,5,Dynamic,0.00141013,47120,"[0,10,41,46,61,66,75,79,82,100,128,137,141,172,196,219,221,233,244,248,261,264,353,365,373,381,411,434,458,466,476,516,517,522,527,538,541,543,546,557,584,591,592,599,604,616,646,660,671,674,697,700,715,725,733,742,753,763,768,777,784,801,815,820,835,857,888]"
2,900,900,6,Dynamic,0.00118658,50248,"[8,20,25,33,35,43,49,53,54,59,72,77,83,94,102,103,134,138,148,178,182,193,207,209,241,255,258,264,272,292,308,315,323,333,347,370,385,405,410,428,438,443,446,461,509,528,537,542,564,565,591,600,618,626,637,638,653,670,671,674,682,683,700,715,716,721,765,770,775,776,777,786,805,819,825,842,866,885,890,895]"
2,900,900,7,Dynamic,0.00147455,48755,"[9,12,16,42,49,53,58,62,91,101,120,125,154,160,190,193,200,210,233,240,242,255,258,295,298,319,329,338,354,357,382,396,419,441,443,489,497,510,548,569,586,592,597,606,610,627,628,632,639,649,665,667,676,677,682,694,707,747,752,769,776,784,797,820,841,852,856,861,869,898]"
2,900,900,8,Dynamic,0.00127419,52860,"[26,27,42,45,57,90,96,107,120,136,144,162,180,184,198,215,216,222,232,255,260,266,276,279,293,305,306,309,319,337,341,343,349,354,364,401,412,422,441,446,450,482,492,494,495,526,532,543,557,606,618,628,642,643,651,668,675,693,722,723,772,775,807,810,812,814,822,841,844,848,850,858,871,878,888,895,896]"
2,900,900,9,Dynamic,0.00140344,50562,"[4,6,34,38,44,48,53,61,77,83,98,99,124,139,151,154,159,165,169,170,179,186,187,206,214,228,245,255,258,278,283,310,320,347,373,386,389,401,413,428,431,447,448,452,471,479,523,531,533,542,551,562,564,571,597,607,632,640,653,676,697,701,725,741,744,747,751,777,784,793,814,862,868,874]"
2,900,900,10,Dynamic,0.00170489,49440,"[10,18,46,49,53,74,81,82,105,115,117,148,157,165,191,197,208,211,213,214,221,223,246,281,282,302,312,316,328,332,337,345,369,371,379,400,415,416,417,421,430,455,472,485,497,517,525,531,536,540,581,583,599,627,647,650,655,668,686,719,740,755,759,760,762,791,814,826,835,845,846,849,854,864]"
2,3,10,1,Dynamic,1.0339e-05,12,"[0,1,2]"
2,100,100,10,Dynamic,2.9132e-05,15905,"[0,3,15,23,26,28,30,35,45,52,54,56,60,63,71,77,82,87,89,95,98]"
